student_id,SAT,GPA,city,state,major,college_name,importance_close_to_home,importance_school_reputation,importance_school_cost
6024,1095,3.57,Port Jerry,ME,Art,Saint Norbert College,3,5,2
6025,1195,3.72,West Ricardo,GA,Psychology,Cedarville University,1,2,4
6026,1205,3.39,Erikachester,NH,Psychology,Gonzaga University,4,1,5
6027,1371,3.3,Gibsonfort,CO,Economics,Colby College,3,5,2
6028,1220,3.42,New Kimberly,NH,Biology,University of Maryland-Baltimore County,2,5,4
6029,1405,3.65,Brianview,NV,Economics,University of California-Berkeley,4,4,1
6030,1115,4.0,Williamberg,GA,Psychology,University of Arkansas,5,3,3
6031,1095,4.0,Kyleport,DE,Art,College of Charleston,2,2,4
6032,1168,3.16,South Richardfurt,NY,Business,Calvin University,2,3,3
6033,1144,3.82,Burtonfurt,ME,Psychology,Millsaps College,1,3,2
6034,1385,3.37,North Nathanchester,IN,Engineering,Case Western Reserve University,2,4,1
6035,1105,3.48,Devonfurt,FL,Biology,The University of Alabama,3,1,3
6036,1155,2.94,Katherinestad,LA,Business,Christopher Newport University,5,4,5
6037,1345,3.76,Arnoldmouth,GA,Economics,Davidson College,5,2,5
6038,1190,3.76,South Brandonfort,CT,Art,University of Colorado Boulder,5,1,1
6039,1275,3.61,Wayneport,MT,Biology,University of Florida,4,5,3
6040,1420,3.75,East Paula,MT,Psychology,Georgetown University,3,3,4
6041,1410,3.12,Paigeborough,MP,Engineering,Georgia Institute of Technology-Main Campus,4,3,1
6042,1165,3.22,West Eduardomouth,VA,Art,University of Dallas,3,2,2
6043,1150,3.21,South Jeremyview,LA,Economics,Berry College,1,1,5
6044,1315,3.18,East Justinchester,CA,Art,University of Maryland-College Park,3,5,3
6045,1165,2.52,West Charlesville,FL,Business,University of Dallas,1,3,4
6046,1195,2.57,East Seth,ID,Nursing,Florida State University,2,2,5
6047,1290,3.37,South Edwardtown,UT,Economics,Bucknell University,2,3,1
6048,1200,3.04,Floresland,WI,Psychology,University of Vermont,4,4,5
6049,1093,3.59,South Kimberlymouth,HI,Psychology,College of the Ozarks,2,1,1
6050,1165,3.84,Port Melissaview,AR,Psychology,South Dakota School of Mines and Technology,3,1,4
6051,1420,4.0,Martinberg,MP,Nursing,Georgetown University,3,3,1
6052,1220,3.14,North John,NC,Biology,University of Maryland-Baltimore County,5,2,5
6053,1500,3.66,Amberburgh,VA,Economics,Columbia University in the City of New York,5,3,2
6054,1345,3.13,Silvaville,AL,Nursing,Davidson College,1,4,2
6055,1210,3.84,Port Mariafurt,OR,Psychology,University of Denver,2,1,5
6056,1130,3.31,South Cody,TN,Economics,John Brown University,2,4,1
6057,1093,3.46,Lake Eric,WA,Engineering,College of the Ozarks,5,4,1
6058,1175,2.72,Staceyborough,MT,Computer Science,Covenant College,3,2,5
6059,1145,3.15,Burnsland,DC,Economics,Belmont University,2,4,3
6060,1210,3.63,Nataliefort,NJ,Art,New Jersey Institute of Technology,3,3,1
6061,1210,4.0,East Jennifer,MP,Biology,Centre College,2,4,3
6062,1168,3.2,West Paul,FL,Engineering,Calvin University,1,5,5
6063,1095,3.11,West Christopher,UT,Art,University of New Hampshire-Main Campus,3,3,3
6064,1095,3.4,East Jonathan,MA,Nursing,University of New Hampshire-Main Campus,3,5,5
6065,1115,3.05,West Williamside,IL,Computer Science,University of Arkansas,4,4,3
6066,1285,3.63,South Luisburgh,PA,Economics,Denison University,4,2,2
6067,1080,4.0,North Jeanette,AS,Computer Science,Oklahoma Christian University,5,5,1
6068,1135,3.78,West Joanville,DE,Biology,Florida Southern College,2,4,5
6069,1125,3.43,Robertstad,ID,Art,St. Mary's College of Maryland,3,3,4
6070,1345,3.31,Cesarview,IL,Biology,Davidson College,4,5,5
6071,1210,3.6,North Richard,KS,Economics,New Jersey Institute of Technology,1,3,3
6072,996,3.1,Owenberg,OH,Psychology,Freed-Hardeman University,5,2,4
6073,1190,3.38,Campbellmouth,TX,Computer Science,University of Portland,2,2,3
6074,1200,3.21,Mcneiltown,MT,Engineering,Truman State University,3,4,1
6075,1105,3.98,Graceberg,MO,Psychology,Montana Technological University,3,4,5
6076,1380,2.89,Moranhaven,NJ,Psychology,Reed College,4,4,3
6077,1105,2.96,South Amberside,CT,Economics,Western Washington University,2,1,1
6078,1315,3.42,Lake Bridget,AL,Art,United States Air Force Academy,5,2,3
6079,1050,3.91,North Chad,ND,Business,Grace College and Theological Seminary,2,5,5
6080,1160,3.02,Timothychester,SC,Engineering,Auburn University,2,2,2
6081,1105,3.41,Port William,OK,Economics,Arcadia University,3,2,1
6082,1370,3.33,Andersonchester,PR,Computer Science,Barnard College,4,3,2
6083,1105,4.0,Michaelmouth,TX,Psychology,Arcadia University,3,1,3
6084,1105,3.78,Robertborough,VA,Computer Science,Arcadia University,3,4,4
6085,1127,4.0,West Stephenland,TN,Psychology,Bethel University,1,5,1
6086,1270,3.27,East Jennifer,MD,Economics,Babson College,4,2,1
6087,1380,3.46,Port Kellyland,VI,Biology,Reed College,1,4,5
6088,1230,4.0,Clarkhaven,AR,Psychology,Martin Luther College,5,4,3
6089,1100,3.06,Jeffreyhaven,LA,Biology,University of Oregon,1,3,4
6090,1105,3.87,Nguyenstad,HI,Business,Saint Edward's University,1,1,1
6091,1135,3.64,North Amy,NJ,Business,Appalachian State University,5,4,2
6092,1110,3.88,New William,PW,Business,Berea College,4,4,3
6093,1280,3.08,Brittanyview,TN,Biology,Lewis & Clark College,5,3,1
6094,1210,3.36,Port Deannafort,MP,Computer Science,Rhode Island School of Design,2,2,3
6095,1485,3.93,Jamesport,IN,Biology,Johns Hopkins University,4,4,5
6096,1195,3.74,Hensonton,UT,Engineering,Drake University,4,5,5
6097,1095,3.55,Berryshire,PA,Psychology,Spring Hill College,4,1,5
6098,1255,2.95,South Kimberlyton,SD,Biology,California Polytechnic State University-San Luis Obispo,2,1,3
6099,1425,3.79,North Joe,WA,Business,Grinnell College,1,4,1
6100,1475,3.2,South Charlesmouth,MI,Biology,Duke University,5,2,1
6101,1360,3.4,Pinedamouth,WY,Art,William & Mary,5,5,2
6102,1105,2.91,North Tylerview,NJ,Psychology,Carroll College,4,5,1
6103,1205,3.13,Merrittland,NJ,Biology,Gonzaga University,3,4,4
6104,1135,3.57,Larachester,TN,Biology,Colorado State University-Fort Collins,1,2,1
6105,1270,3.48,Cartertown,NC,Economics,Lawrence University,3,4,4
6106,1135,3.88,North Marilynhaven,MA,Biology,Appalachian State University,2,5,3
6107,1210,3.39,North Wendy,GU,Biology,University of Denver,3,2,4
6108,1370,2.7,Port Brianport,VT,Nursing,Barnard College,3,5,2
6109,1168,2.49,Lake Ryan,OR,Psychology,Calvin University,5,2,5
6110,1135,3.45,Rogerside,KS,Economics,Florida Southern College,5,4,3
6111,1200,3.04,South Jamiemouth,KS,Engineering,Truman State University,1,1,1
6112,1097,4.0,New Chelsea,MI,Psychology,California Lutheran University,4,4,1
6113,1458,3.29,West Rebeccaport,TX,Biology,Amherst College,4,5,3
6114,1150,3.08,Kaylashire,NC,Art,Berry College,1,3,5
6115,1555,3.21,Raymondmouth,MS,Nursing,California Institute of Technology,3,4,3
6116,1455,3.98,Stevenland,MS,Business,Dartmouth College,1,2,3
6117,1218,3.17,West Kimberlyshire,PW,Economics,Beloit College,5,4,4
6118,1335,3.04,Johnsonshire,CA,Computer Science,Bryn Mawr College,2,2,3
6119,1175,3.94,Sarahberg,WA,Art,Indiana University-Bloomington,3,4,5
6120,1430,3.15,Greerfurt,NY,Art,Carleton College,3,2,5
6121,1475,2.83,Kayleeport,KS,Psychology,Duke University,3,4,4
6122,1095,2.98,Lake Cameron,PW,Engineering,Spring Hill College,2,4,3
6123,1360,3.09,Natashaview,LA,Nursing,William & Mary,2,3,3
6124,1190,3.48,New Amanda,WI,Biology,University of Colorado Boulder,3,1,3
6125,1180,4.0,Brianland,NE,Nursing,Seattle University,5,4,5
6126,1195,3.59,Churchton,NY,Computer Science,Cedarville University,4,4,4
6127,1555,3.5,East Courtney,AZ,Nursing,California Institute of Technology,1,2,2
6128,1115,3.7,Johnsonfort,MD,Nursing,University of Arkansas,4,5,3
6129,1070,3.65,New Patrick,CO,Computer Science,Bellarmine University,1,1,2
6130,1095,2.72,Ericshire,CA,Nursing,University of New Hampshire-Main Campus,1,3,5
6131,1105,3.49,Maddenbury,GU,Computer Science,Eckerd College,5,4,5
6132,1105,3.68,Millermouth,KS,Computer Science,Montana Technological University,3,2,1
6133,1175,2.74,Lake Tamarafort,NJ,Biology,Bentley University,4,2,3
6134,1164,3.35,Carlsonshire,WV,Engineering,Butler University,1,5,5
6135,1105,3.61,North John,RI,Computer Science,Carroll College,4,3,5
6136,1155,3.3,Jonathanton,PA,Psychology,University of Missouri-Columbia,5,1,5
6137,1144,2.99,Ramseyhaven,MP,Economics,Millsaps College,3,2,5
6138,1285,3.35,East Jenniferside,NH,Business,Denison University,5,1,1
6139,1140,3.37,Torrestown,KS,Psychology,Albany College of Pharmacy and Health Sciences,5,4,4
6140,1290,3.3,West Jamieville,OH,Art,Bucknell University,3,2,2
6141,1270,3.13,New Christopher,AK,Business,Brigham Young University,5,5,3
6142,1285,4.0,Mendozaland,PR,Biology,Denison University,5,1,3
6143,1230,3.53,Greenland,FM,Computer Science,New Mexico Institute of Mining and Technology,5,2,3
6144,1315,2.56,Tuckerville,OH,Art,United States Air Force Academy,3,2,3
6145,1140,2.51,Anthonychester,MN,Art,Albany College of Pharmacy and Health Sciences,2,3,2
6146,1105,3.39,Kevinmouth,MI,Engineering,The University of Alabama,4,3,2
6147,1275,2.51,West Stevenmouth,IN,Biology,University of Florida,3,1,5
6148,1110,3.11,West Ericfurt,KS,Economics,Berea College,5,3,5
6149,1070,3.81,Lake Matthew,ND,Biology,Bellarmine University,3,1,5
6150,1097,3.03,Hansenbury,KS,Business,California Lutheran University,4,1,2
6151,1127,3.01,West Laura,IL,Art,Bethel University,3,3,3
6152,1205,4.0,Williamfort,CA,Art,Austin College,1,5,1
6153,1150,3.92,Davidberg,IL,Biology,Arizona State University Campus Immersion,2,4,5
6154,1180,3.6,Martinfort,NV,Engineering,Seattle University,5,1,3
6155,1360,3.0,Stevenhaven,WV,Art,Boston College,1,1,5
6156,1135,3.56,Port John,NH,Art,Colorado State University-Fort Collins,5,1,4
6157,1135,2.87,Vincentbury,MH,Engineering,Florida Southern College,3,3,4
6158,1097,3.47,South Denisechester,NH,Nursing,University of Puerto Rico at Cayey,1,2,2
6159,1130,3.08,Port Abigail,UT,Computer Science,John Brown University,1,2,1
6160,1290,3.52,New Angela,CO,Psychology,Bucknell University,4,5,1
6161,1165,4.0,Coxmouth,NM,Engineering,University of Dallas,5,1,4
6162,1095,3.17,Zacharymouth,SC,Biology,Saint Norbert College,3,2,5
6163,1210,3.28,Steveton,AK,Nursing,Rhode Island School of Design,1,1,4
6164,1220,2.96,New Spencer,IL,Engineering,University of Maryland-Baltimore County,1,4,3
6165,1525,3.62,North Alexanderburgh,MH,Business,University of Chicago,5,3,2
6166,1175,2.86,South Stephaniebury,IN,Nursing,Covenant College,2,2,2
6167,1465,3.47,New Hannahtown,MT,Nursing,Carnegie Mellon University,2,4,1
6168,1105,3.26,North Kathleen,VT,Economics,University of Evansville,1,3,1
6169,1135,2.72,Jenniferberg,OR,Computer Science,Appalachian State University,3,3,2
6170,1210,2.67,New Davidland,FM,Biology,New Jersey Institute of Technology,4,5,5
6171,1135,3.21,Lake Joannaberg,OR,Nursing,Hope College,4,4,3
6172,1150,3.73,Rebeccafort,OH,Business,Berry College,4,3,1
6173,1130,3.59,Port Paulland,DC,Economics,Loyola University New Orleans,3,3,5
6174,1388,3.75,West Joelstad,WI,Psychology,Middlebury College,3,3,1
6175,1145,3.24,Zacharychester,NH,Biology,The University of Tennessee-Knoxville,3,5,5
6176,1170,3.05,Port Erinburgh,WA,Business,University of Delaware,1,4,2
6177,1100,2.85,Port Amandashire,CA,Economics,University of Oregon,1,5,3
6178,1160,3.4,Anaview,WA,Art,University of Cincinnati-Main Campus,4,5,3
6179,1375,3.84,East David,NE,Biology,Macalester College,4,4,4
6180,1180,3.83,Lake Tammyside,GU,Biology,Seattle University,5,3,3
6181,1105,3.07,Lake Donna,OK,Biology,Westminster University,4,5,4
6182,1145,3.69,Baileyview,NV,Biology,The University of Tennessee-Knoxville,2,4,5
6183,1495,3.18,East Maryfort,AS,Engineering,Princeton University,2,5,2
6184,1315,3.58,Thomasborough,MP,Computer Science,Hillsdale College,1,2,4
6185,1245,3.1,Reedbury,IL,Engineering,University of Washington-Seattle Campus,4,3,2
6186,1045,3.41,Port Shirleyton,DC,Computer Science,Albion College,5,2,1
6187,1385,3.05,Richardsside,PR,Computer Science,Case Western Reserve University,2,5,5
6188,1113,3.73,Brittanybury,AZ,Psychology,University of Illinois Chicago,2,3,3
6189,1375,3.45,Phamshire,FL,Nursing,Macalester College,2,4,1
6190,1410,2.53,Victoriaport,NC,Art,Georgia Institute of Technology-Main Campus,4,4,4
6191,1105,3.68,Port Leonard,RI,Nursing,Eckerd College,2,5,1
6192,1285,4.0,Mistyton,AZ,Engineering,George Washington University,4,3,2
6193,1360,3.33,Onealmouth,MI,Nursing,William & Mary,5,2,4
6194,1290,3.42,Keithberg,KY,Engineering,Bucknell University,2,2,1
6195,1195,4.0,Theresaland,HI,Engineering,Florida State University,1,4,3
6196,1135,3.43,Port Donaldshire,SD,Nursing,Saint Anselm College,2,3,3
6197,1335,3.75,Meadowsberg,ME,Psychology,Colorado School of Mines,1,4,2
6198,1190,3.68,Johnnyview,VA,Psychology,Drexel University,5,4,4
6199,996,3.99,Lake Zacharymouth,AS,Computer Science,Freed-Hardeman University,3,4,2
6200,1255,2.79,West Kimberlyland,FM,Economics,California Polytechnic State University-San Luis Obispo,2,3,2
6201,1458,3.48,East Blakechester,MT,Computer Science,Amherst College,1,2,5
6202,996,3.66,Allenside,VI,Engineering,Freed-Hardeman University,3,5,4
6203,1485,3.46,Johnfort,VI,Economics,Johns Hopkins University,4,5,4
6204,1125,2.96,Johnchester,NJ,Art,St. Mary's College of Maryland,4,4,3
6205,1109,3.91,Proctorshire,WA,Computer Science,Oklahoma City University,5,5,5
6206,1135,3.39,East Feliciafurt,WV,Biology,Florida Southern College,2,5,3
6207,1430,3.09,Lake Lisachester,HI,Engineering,Carleton College,3,3,1
6208,1265,4.0,Lisafort,WI,Engineering,Rhodes College,2,2,5
6209,1015,2.61,Lisaborough,CT,Business,University of Jamestown,1,2,5
6210,1375,3.01,Michaelport,WY,Art,Colgate University,2,1,4
6211,1155,3.7,West Jesse,CT,Economics,George Mason University,4,4,2
6212,1210,3.73,Tammyland,VT,Art,University of South Carolina-Columbia,1,3,5
6213,1100,2.92,East Gabrielaville,MI,Business,University of Oregon,4,3,4
6214,1085,3.9,Lake Jameshaven,ID,Biology,University of Wyoming,4,3,1
6215,1155,2.7,Samanthashire,NJ,Business,Maryland Institute College of Art,1,5,4
6216,1135,2.71,East Davidport,NJ,Economics,Saint Anselm College,1,4,5
6217,1105,3.4,North Katherineside,AL,Nursing,Eckerd College,2,2,2
6218,1230,3.13,Samanthaborough,FL,Biology,Hendrix College,5,5,1
6219,1033,3.58,Gomezshire,KY,Psychology,Lyon College,1,2,2
6220,1555,2.28,South Meganmouth,NJ,Engineering,California Institute of Technology,4,1,5
6221,1090,2.87,New Thomas,MD,Business,Nebraska Wesleyan University,2,2,3
6222,1175,3.56,Port Jamieton,ID,Computer Science,Covenant College,4,4,4
6223,1430,3.19,Gallegosside,OR,Psychology,Carleton College,2,3,2
6224,1135,3.55,Lake Jeffreymouth,MI,Art,Colorado State University-Fort Collins,3,2,3
6225,1470,3.31,Port Jennifer,KS,Business,Brown University,3,4,5
6226,1113,3.41,West Bretthaven,CT,Engineering,University of Illinois Chicago,2,5,2
6227,1110,3.1,Justinport,NM,Art,Seattle Pacific University,5,1,5
6228,1265,3.84,South Bradleybury,ID,Business,Rhodes College,2,2,4
6229,1490,3.67,New Cesarfort,GU,Engineering,Rice University,2,5,4
6230,1160,3.31,Penaland,ID,Biology,University of Cincinnati-Main Campus,5,5,5
6231,1165,2.78,North Courtneyshire,AZ,Nursing,Creighton University,5,1,2
6232,1190,3.17,Donnaberg,GA,Psychology,University of Portland,3,1,2
6233,1195,4.0,Samanthachester,ME,Computer Science,Drake University,5,3,5
6234,1125,3.1,Thompsonchester,NM,Business,St. Mary's College of Maryland,1,1,1
6235,1105,3.48,Washingtonmouth,SD,Art,Carroll College,4,4,1
6236,1190,3.11,Brandonville,GA,Business,University of California-Davis,5,2,3
6237,1144,3.24,Lake Mark,NE,Art,Millsaps College,1,5,3
6238,1250,3.42,Sarahshire,FM,Art,Milwaukee School of Engineering,4,4,5
6239,1195,3.32,Michaelhaven,NC,Economics,Florida State University,1,5,5
6240,1097,3.41,Nicholechester,DE,Engineering,California Lutheran University,3,1,2
6241,1130,3.2,North Ericaside,TN,Biology,Loyola University New Orleans,4,2,3
6242,1210,3.34,East Noah,SC,Biology,Centre College,3,3,5
6243,1105,3.17,Taylorbury,MP,Economics,Arcadia University,4,3,1
6244,1388,3.29,Shieldsbury,WV,Art,Middlebury College,5,4,2
6245,1125,2.45,South Cynthia,AZ,Nursing,Georgia College & State University,4,5,2
6246,1127,3.24,North Christopher,IL,Biology,Bethel University,5,2,4
6247,1270,3.84,Lake Adam,FM,Economics,Lawrence University,1,5,3
6248,1180,3.55,Georgemouth,KY,Biology,Seattle University,3,1,3
6249,1105,3.42,West Royland,AZ,Psychology,Montana Technological University,3,3,2
6250,1160,2.54,Simmonsmouth,KY,Art,Florida Institute of Technology,1,2,2
6251,1182,3.52,Austinport,MI,Computer Science,Clarkson University,3,2,2
6252,1105,4.0,North Paulside,OH,Art,Westminster University,2,5,2
6253,1205,3.67,Port Robertfort,VA,Computer Science,Austin College,3,4,1
6254,1155,3.24,Lake Michaelbury,ME,Biology,George Mason University,4,1,1
6255,1110,4.0,North Carlos,PA,Economics,University of Mary Washington,3,2,2
6256,1180,2.99,South Gary,MA,Art,Seattle University,2,3,3
6257,1155,3.33,South Matthew,KS,Business,Maryland Institute College of Art,4,4,3
6258,1085,3.03,Port William,MI,Business,Quinnipiac University,4,1,5
6259,1475,3.87,South Jennaville,IA,Nursing,Duke University,5,1,2
6260,1129,3.9,Riosburgh,MS,Nursing,Lipscomb University,3,1,4
6261,1095,3.27,North Tammie,CA,Psychology,Spring Hill College,4,2,2
6262,1205,3.27,Collinsport,MT,Economics,Austin College,3,5,4
6263,1109,3.56,Erikahaven,AS,Engineering,Oklahoma City University,1,1,1
6264,1160,2.89,South Crystal,VA,Economics,Seton Hall University,5,2,4
6265,1155,3.15,North Charles,MH,Biology,Marquette University,2,5,1
6266,1135,2.87,Phillipsmouth,PW,Biology,University of Nebraska-Lincoln,2,3,2
6267,1320,3.62,West Elizabethmouth,UT,Art,Boston University,1,2,1
6268,1095,3.0,Stanleyshire,CA,Psychology,Spring Hill College,1,3,1
6269,1182,3.2,New Shannon,PW,Engineering,Clarkson University,1,4,5
6270,1105,3.62,Lake Justinville,IL,Business,Arcadia University,2,4,5
6271,1050,3.11,Lake Loganton,MD,Engineering,Grace College and Theological Seminary,2,3,3
6272,1315,3.49,Riggsside,SC,Economics,University of Minnesota-Twin Cities,3,3,4
6273,1109,3.54,North Lauren,HI,Engineering,Oklahoma City University,1,2,4
6274,1215,3.01,North Tony,GU,Nursing,Baylor University,4,5,2
6275,1360,3.42,Lake Michael,AS,Computer Science,William & Mary,5,1,5
6276,1130,3.22,Lake Joelport,DE,Economics,Louisiana State University and Agricultural & Mechanical College,4,5,1
6277,1270,3.19,Webbfort,VT,Biology,Babson College,4,2,5
6278,1129,3.5,Port Jacobberg,AZ,Nursing,Samford University,3,5,1
6279,1245,3.2,South Adam,UT,Nursing,American University,3,1,1
6280,1285,3.7,Port Heather,NE,Business,Denison University,3,1,2
6281,1285,3.53,Robertsport,VT,Computer Science,George Washington University,2,5,2
6282,1270,3.44,Hineston,CO,Nursing,Babson College,1,3,2
6283,1110,3.55,North Robin,ND,Computer Science,Seattle Pacific University,2,4,4
6284,1255,2.71,Charlesbury,GU,Computer Science,California Polytechnic State University-San Luis Obispo,4,1,4
6285,1109,3.55,Smithmouth,AR,Economics,Oklahoma City University,2,2,3
6286,1120,3.12,East Timothy,NY,Nursing,Asbury University,3,2,3
6287,1190,2.68,Goodmanbury,CT,Nursing,Drexel University,5,5,3
6288,1095,3.24,Kerrton,NJ,Nursing,College of Charleston,5,3,4
6289,1175,3.09,South Christopherhaven,LA,Nursing,Indiana University-Bloomington,5,5,3
6290,1175,3.76,Leeton,SD,Engineering,Covenant College,1,5,4
6291,1063,4.0,Millertown,MP,Business,Benedictine College,2,2,3
6292,1145,3.26,Sierraside,NJ,Computer Science,Coe College,5,4,2
6293,1165,2.92,New Maryview,WY,Engineering,Creighton University,1,3,5
6294,1045,3.31,Skinnerborough,AS,Psychology,Albion College,4,1,4
6295,1063,3.27,East Thomasview,IL,Biology,Benedictine College,2,1,2
6296,1165,3.71,North Valerie,CO,Nursing,South Dakota School of Mines and Technology,3,3,4
6297,1066,3.03,Annettefurt,OR,Nursing,Brigham Young University-Hawaii,4,5,3
6298,1280,3.3,Henrymouth,NV,Biology,Lewis & Clark College,3,5,3
6299,1175,2.99,Wiseside,CT,Business,Covenant College,5,4,2
6300,1470,3.35,Ryanmouth,AR,Biology,Brown University,1,4,3
6301,1380,3.96,East Melissamouth,CT,Psychology,Reed College,3,1,3
6302,1210,3.62,North Tracy,ID,Engineering,University of South Carolina-Columbia,3,1,4
6303,1160,3.4,Alexanderborough,AL,Economics,Auburn University,3,1,3
6304,1095,3.65,Danielton,WI,Business,Spring Hill College,1,4,1
6305,1115,3.62,North Katherineshire,DC,Business,University of Arkansas,1,3,2
6306,1164,3.16,North Heathermouth,AZ,Psychology,Butler University,1,2,3
6307,1230,2.85,West Karichester,OH,Psychology,University of Connecticut,1,3,1
6308,1100,3.5,South Paul,MD,Engineering,Bradley University,1,2,2
6309,1265,2.61,Lake Denise,MI,Art,Illinois Wesleyan University,2,1,2
6310,1160,3.68,Lake Ashleymouth,NY,Psychology,Seton Hall University,1,1,1
6311,1135,3.1,Spencerbury,DC,Economics,Colorado State University-Fort Collins,5,3,5
6312,1100,3.67,Martineztown,ME,Computer Science,Bradley University,2,4,3
6313,1245,3.58,South Connieview,MI,Economics,University of Washington-Seattle Campus,1,1,1
6314,1182,3.37,East Dianabury,MD,Economics,Clarkson University,5,1,5
6315,1175,4.0,Gonzalesfort,SD,Biology,Bentley University,2,1,4
6316,1085,3.77,Jameshaven,IA,Economics,Quinnipiac University,1,3,5
6317,1105,3.25,East Elizabeth,SC,Art,The University of Alabama,2,1,4
6318,1455,3.41,East Ryan,MH,Biology,Dartmouth College,3,4,3
6319,1129,3.17,Luceroberg,PW,Art,Samford University,5,4,4
6320,1175,3.78,Jamesbury,NM,Business,Covenant College,4,4,4
6321,1230,3.2,West Chadside,MS,Psychology,Martin Luther College,4,1,4
6322,1495,2.89,East Davidtown,AR,Engineering,Princeton University,3,1,1
6323,1160,3.33,Coreymouth,HI,Biology,Wofford College,3,3,5
6324,1315,4.0,North Brandon,NM,Nursing,University of Minnesota-Twin Cities,3,2,1
6325,1160,2.75,Williamsside,NV,Psychology,Auburn University,3,1,5
6326,1155,3.39,East Emily,MN,Economics,Marquette University,2,5,5
6327,1097,2.66,Christinafort,AZ,Economics,California Lutheran University,5,1,1
6328,1245,3.75,Skinnershire,UT,Nursing,Clemson University,5,1,2
6329,1144,3.63,Moralesstad,OR,Business,Millsaps College,5,4,5
6330,1145,3.45,Olsenfort,RI,Economics,The University of Tennessee-Knoxville,2,1,1
6331,1085,3.15,Goodmanborough,SC,Economics,Birmingham-Southern College,4,4,2
6332,1270,3.64,New Tiffany,NE,Nursing,Babson College,3,1,1
6333,1425,3.01,Brandytown,UT,Computer Science,Grinnell College,1,4,5
6334,1275,3.72,Tylerside,DE,Business,University of Florida,2,3,4
6335,1160,3.99,Rodneymouth,FM,Computer Science,DePauw University,4,1,3
6336,1255,3.83,South Jacobshire,AZ,Economics,United States Coast Guard Academy,1,5,3
6337,1125,4.0,North Jodyland,NE,Computer Science,University of Kentucky,1,3,1
6338,1275,2.75,Port Marie,OR,Engineering,University of Florida,5,3,2
6339,1165,3.12,West Eileenbury,IN,Biology,South Dakota School of Mines and Technology,4,4,1
6340,1085,2.99,New Lindsey,IN,Computer Science,Birmingham-Southern College,2,3,3
6341,1165,2.91,Cassandraside,HI,Nursing,South Dakota School of Mines and Technology,4,2,1
6342,1095,3.25,Christianside,HI,Biology,University of New Hampshire-Main Campus,5,5,5
6343,1125,3.34,Williamsmouth,DC,Psychology,Rowan University,3,3,5
6344,1130,3.46,North Angelaton,VT,Computer Science,Louisiana State University and Agricultural & Mechanical College,4,4,5
6345,1220,3.95,Anthonybury,NJ,Psychology,University of Maryland-Baltimore County,5,2,4
6346,1130,3.24,East Kenneth,PA,Nursing,John Brown University,4,3,2
6347,1140,3.38,Meganbury,NC,Economics,Albany College of Pharmacy and Health Sciences,4,2,3
6348,1335,3.19,Mcbrideville,MT,Economics,Bryn Mawr College,4,1,1
6349,1190,3.55,West Daniel,PR,Business,University of Portland,1,4,3
6350,1168,2.63,Lisaborough,FL,Biology,Calvin University,1,3,1
6351,1210,3.45,West Jessicaton,TX,Engineering,University of Denver,3,5,3
6352,1315,4.0,East Kenneth,TN,Computer Science,United States Air Force Academy,2,4,3
6353,1380,3.93,East Anthonybury,GU,Economics,Reed College,1,4,1
6354,1218,3.13,Lake Candiceside,NM,Engineering,Beloit College,3,3,4
6355,1160,2.62,South Robertfort,AK,Psychology,Seton Hall University,5,4,2
6356,1097,3.72,Bobbybury,ID,Engineering,California Lutheran University,3,1,1
6357,1120,3.39,Lake Matthewland,PW,Art,Asbury University,5,3,2
6358,1160,3.51,Brianburgh,NJ,Business,University of Cincinnati-Main Campus,3,1,2
6359,1105,3.32,Hoffmanbury,DC,Biology,Arcadia University,3,4,4
6360,1190,3.74,Mitchellstad,IL,Art,University of Colorado Boulder,2,1,3
6361,1205,2.88,Delgadomouth,SC,Psychology,Gonzaga University,3,2,2
6362,1170,2.85,Donnaton,LA,Art,University of Delaware,3,3,2
6363,1155,3.56,Lake Tiffanymouth,WI,Biology,Marquette University,4,5,4
6364,1160,4.0,Mayerhaven,PA,Engineering,Auburn University,5,2,4
6365,996,3.44,Clairebury,NJ,Economics,Freed-Hardeman University,4,2,2
6366,1220,3.19,North Margaret,TX,Economics,University of Maryland-Baltimore County,1,4,2
6367,1093,3.44,South Courtneybury,MN,Engineering,College of the Ozarks,3,3,1
6368,1455,3.72,Cynthiaborough,MS,Economics,Dartmouth College,1,3,3
6369,1145,3.28,West Sheila,NC,Engineering,The University of Tennessee-Knoxville,3,4,2
6370,1160,3.03,Lake Kyle,PA,Business,Wofford College,1,4,2
6371,1155,3.87,Robynshire,MH,Economics,George Mason University,4,4,5
6372,1495,3.52,Kingport,AS,Nursing,Princeton University,4,4,5
6373,1195,3.67,North Katiefurt,MS,Engineering,Florida State University,2,1,1
6374,1125,3.37,Lunatown,NE,Nursing,Georgia College & State University,4,2,3
6375,1150,2.67,Stephensonmouth,DE,Economics,Arizona State University Campus Immersion,2,5,3
6376,1085,3.44,Fraziermouth,MP,Engineering,Quinnipiac University,2,5,5
6377,1335,3.59,West Linda,OR,Computer Science,Bryn Mawr College,2,5,1
6378,1280,2.72,East Derrickside,DE,Computer Science,Lewis & Clark College,2,2,4
6379,1555,3.73,Morrisberg,MN,Computer Science,California Institute of Technology,5,2,3
6380,1135,3.63,North Darryl,TN,Business,University of Nebraska-Lincoln,2,5,3
6381,1105,3.44,Javierview,NH,Engineering,Westminster University,5,3,3
